person,genderLabel,personLabel,birthDate,placeBirthLabel,description
http://www.wikidata.org/entity/Q6959959,masculino,Rafael López de León,1953-08-14T00:00:00Z,Ciudad Real,balonmanista español
http://www.wikidata.org/entity/Q8201052,masculino,Antoni Daimiel,1970-02-15T00:00:00Z,Ciudad Real,periodista y comentarista deportivo español
http://www.wikidata.org/entity/Q9003232,masculino,Hernán Pérez del Pulgar,1415-01-01T00:00:00Z,Ciudad Real,militar español
http://www.wikidata.org/entity/Q9003232,masculino,Hernán Pérez del Pulgar,1451-01-01T00:00:00Z,Ciudad Real,militar español
http://www.wikidata.org/entity/Q9065823,masculino,Rafael Martínez Francés,1986-11-11T00:00:00Z,Ciudad Real,futbolista español
"http://www.wikidata.org/entity/Q207668,masculino,Diego de Almagro,1475-01-01T00:00:00Z,Almagro,""conquistador español, adelantado y gobernador de Nueva Toledo"""
http://www.wikidata.org/entity/Q268587,femenino,Sara Montiel,1928-03-10T00:00:00Z,Campo de Criptana,actriz y cantante hispano-mexicana
http://www.wikidata.org/entity/Q293329,masculino,Óscar García-Casarrubios,1984-06-07T00:00:00Z,Campo de Criptana,ciclista español
http://www.wikidata.org/entity/Q781933,masculino,Fernando Manzaneque,1934-02-04T00:00:00Z,Campo de Criptana,ciclista español
"http://www.wikidata.org/entity/Q55171,masculino,Pedro Almodóvar,1949-09-25T00:00:00Z,Calzada de Calatrava,""director de cine, guionista y productor español"""
http://www.wikidata.org/entity/Q274966,masculino,Juande Ramos,1954-09-25T00:00:00Z,Pedro Muñoz,futbolista español
http://www.wikidata.org/entity/Q399076,masculino,Agustín Almodóvar,1955-05-25T00:00:00Z,Calzada de Calatrava,productor de cine español
http://www.wikidata.org/entity/Q529837,masculino,Jaime Chicharro,1889-01-01T00:00:00Z,Torralba de Calatrava,político español
http://www.wikidata.org/entity/Q29912844,masculino,Diego Peris Sánchez,1946-12-31T00:00:00Z,Ciudad Real,arquitecto español
http://www.wikidata.org/entity/Q29912844,masculino,Diego Peris Sánchez,2000-01-01T00:00:00Z,Ciudad Real,arquitecto español
http://www.wikidata.org/entity/Q30304287,masculino,Francisco Rosell Fernández,1956-01-01T00:00:00Z,Puertollano,periodista español
http://www.wikidata.org/entity/Q33396337,masculino,José Poveda Murcia,1910-10-27T00:00:00Z,Ciudad Real,político y registrador de la propiedad español (1910-1982)
http://www.wikidata.org/entity/Q34637957,masculino,Emilio Pérez Pizarro,1975-10-01T00:00:00Z,Ciudad Real,Árbitro de Baloncesto Español
http://www.wikidata.org/entity/Q28745971,femenino,María Almena Carrasco,1981-06-26T00:00:00Z,Puertollano,científica española
http://www.wikidata.org/entity/Q28872640,masculino,Miguel Ángel Valverde Menchero,1970-02-11T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q28872641,masculino,Carlos Manuel Cotillas López,1970-06-19T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q29056808,masculino,Francisco Javier Varela Salas,1952-08-15T00:00:00Z,Puertollano,General de Ejército. Jefe de Estado Mayor del Ejército de Tierra de España
http://www.wikidata.org/entity/Q5993533,masculino,Manuel López-Villaseñor y López-Cano,1924-06-28T00:00:00Z,Ciudad Real,pintor español
"http://www.wikidata.org/entity/Q6001756,masculino,Juan Manuel Treviño y Aranguren,1879-02-13T00:00:00Z,Ciudad Real,""político español (1879-1936), marqués de Treviño"""
http://www.wikidata.org/entity/Q6015193,masculino,Miguel Sánchez Migallón,1995-02-08T00:00:00Z,Ciudad Real,balonmanista español
http://www.wikidata.org/entity/Q6069446,masculino,Pedro Mari Sánchez,1954-01-16T00:00:00Z,Ciudad Real,actor español
http://www.wikidata.org/entity/Q5402613,masculino,Vicente Arias Castellanos,1833-10-27T00:00:00Z,Alcázar de San Juan,lutier español
http://www.wikidata.org/entity/Q5474494,masculino,Ángel Lizcano,1846-11-24T00:00:00Z,Alcázar de San Juan,ilustrador y pintor español
http://www.wikidata.org/entity/Q5477116,masculino,Manuel Manzaneque,1940-09-20T00:00:00Z,Campo de Criptana,actor español
http://www.wikidata.org/entity/Q5637526,masculino,Guillermo Jiménez Sánchez,1940-12-24T00:00:00Z,Almadén,Jurista y catedrático español
http://www.wikidata.org/entity/Q5698301,masculino,Antonio Fernández Molina,1927-09-20T00:00:00Z,Alcázar de San Juan,poeta español
http://www.wikidata.org/entity/Q5740238,masculino,Calixto Hornero de la Resurrección del Señor,1742-10-14T00:00:00Z,Pozuelo de Calatrava,sacerdote escolapio español
http://www.wikidata.org/entity/Q18627782,femenino,Beatriz Escribano,1990-05-04T00:00:00Z,Alcázar de San Juan,balonmanista española
http://www.wikidata.org/entity/Q19288863,masculino,Eugenio Mascareñas,1853-12-12T00:00:00Z,Almagro,químico español
http://www.wikidata.org/entity/Q19344493,masculino,José Luis de la Granja Sainz,1954-09-27T00:00:00Z,Almadén,historiador español
http://www.wikidata.org/entity/Q19998136,masculino,Carlos Javier González Cepeda,1949-01-01T00:00:00Z,Alcázar de San Juan,político español
http://www.wikidata.org/entity/Q20156278,masculino,Alfonso Cortés,1951-04-13T00:00:00Z,Almadén,futbolista español
http://www.wikidata.org/entity/Q20743531,masculino,Felipe Naranjo y Garza,1809-01-01T00:00:00Z,Almadén,ingeniero de minas español
http://www.wikidata.org/entity/Q57337133,masculino,Agustín Juárez,1965-06-28T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q58421742,masculino,Francisco Cañizares Jiménez,1971-08-13T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q58443831,femenino,Blanca Fernández,1972-02-06T00:00:00Z,Ciudad Real,trabajadora social y política española
http://www.wikidata.org/entity/Q58825827,femenino,Mercedes Castellanos,1988-07-21T00:00:00Z,Ciudad Real,balonmanista española
http://www.wikidata.org/entity/Q60289704,masculino,Carlos Merino Campos,1991-08-29T00:00:00Z,Ciudad Real,Árbitro baloncesto español
http://www.wikidata.org/entity/Q60966978,masculino,Juan Acedo-Rico y Medrano,1851-01-01T00:00:00Z,Ciudad Real,militar español
http://www.wikidata.org/entity/Q62091380,femenino,Cristina Maestre,1975-07-27T00:00:00Z,Ciudad Real,política española
http://www.wikidata.org/entity/Q63169001,femenino,Nene Martelli,1927-06-04T00:00:00Z,Puertollano,pintora italiana
http://www.wikidata.org/entity/Q6068465,masculino,Pedro Castro Vázquez,1945-02-12T00:00:00Z,Tomelloso,PSOE
http://www.wikidata.org/entity/Q6071702,masculino,Pepe Buitrago,1954-01-01T00:00:00Z,Tomelloso,PSOE
http://www.wikidata.org/entity/Q6120928,masculino,Santiago Garci,1950-01-01T00:00:00Z,Pedro Muñoz,pintor español
http://www.wikidata.org/entity/Q6122902,masculino,Sebastián García Martínez,1953-11-19T00:00:00Z,Pedro Muñoz,político español
http://www.wikidata.org/entity/Q6163651,masculino,Virgilio Cano,1955-02-05T00:00:00Z,Villanueva de los Infantes,político español
"http://www.wikidata.org/entity/Q35831601,masculino,Jordi el Niño Polla,1994-09-11T00:00:00Z,Ciudad Real,""actor pornografico, productor y personalidad de internet español"""
http://www.wikidata.org/entity/Q36696805,masculino,Carlos Antón Jiménez,1992-02-02T00:00:00Z,Puertollano,ciclista de España
http://www.wikidata.org/entity/Q41164332,masculino,Luciano González,1933-01-01T00:00:00Z,Ciudad Real,periodista e historiador de la prensa español
http://www.wikidata.org/entity/Q42608153,masculino,Juan Ignacio Morales Bonilla,1929-10-10T00:00:00Z,Ciudad Real,poeta y crítico español
"http://www.wikidata.org/entity/Q44246351,masculino,Enrique Belda,1969-01-01T00:00:00Z,Ciudad Real,""Jurista y político español (n.1969). Catedrático de Derecho Constitucional, autor de numerosas obras en ese campo e investigador en proyectos competitivos."""
http://www.wikidata.org/entity/Q51583628,masculino,Javier Pérez Campos,1989-01-01T00:00:00Z,Ciudad Real,periodista y escritor español
http://www.wikidata.org/entity/Q55360992,masculino,Vicente Calatayud Maldonado,1935-08-14T00:00:00Z,Ciudad Real,médico español
http://www.wikidata.org/entity/Q55836880,masculino,Amalio Maestre,1812-07-10T00:00:00Z,Ciudad Real,1812-1872
http://www.wikidata.org/entity/Q56401469,masculino,Melchor de Avellaneda Sandoval y Romero,1653-01-22T00:00:00Z,Ciudad Real,militar español
http://www.wikidata.org/entity/Q39081574,masculino,Manuel Alberca,1951-01-01T00:00:00Z,Arenales de San Gregorio,escritor español
http://www.wikidata.org/entity/Q42216507,masculino,Santiago Moreno González,1951-11-16T00:00:00Z,Alcázar de San Juan,político español (1951-)
http://www.wikidata.org/entity/Q51745516,masculino,Elena Belmonte,1958-08-27T00:00:00Z,Alcázar de San Juan,escritora española
http://www.wikidata.org/entity/Q52266108,femenino,Carmen Peñalva y Baillo,1908-01-01T00:00:00Z,Campo de Criptana,noble española
http://www.wikidata.org/entity/Q55168637,masculino,Samuel Luna López,1857-01-01T00:00:00Z,Almagro,pintor y decorador español
http://www.wikidata.org/entity/Q58638072,femenino,Ana Isabel Abengózar,1977-06-12T00:00:00Z,Alcázar de San Juan,política española
http://www.wikidata.org/entity/Q58657702,femenino,Ana Isabel Fernández Samper,1977-01-01T00:00:00Z,Alcázar de San Juan,política española
http://www.wikidata.org/entity/Q60689743,masculino,Víctor Mollejo,2001-01-21T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q5770154,masculino,Víctor Ciriaco Cruz y Ruiz de León,1812-08-08T00:00:00Z,Valdepeñas,helenista y gramático español (1812-1877)
http://www.wikidata.org/entity/Q5827281,masculino,Eladio Cabañero,1930-12-06T00:00:00Z,Tomelloso,poeta español
http://www.wikidata.org/entity/Q5857985,masculino,Antonio López Torres,1902-07-21T00:00:00Z,Tomelloso,pintor español
http://www.wikidata.org/entity/Q5865827,masculino,Francisco García Pavón,1919-08-24T00:00:00Z,Tomelloso,escritor y crítico español
http://www.wikidata.org/entity/Q5865827,masculino,Francisco García Pavón,1919-09-24T00:00:00Z,Tomelloso,escritor y crítico español
http://www.wikidata.org/entity/Q5889853,masculino,Gustavo Romero Tercero,1970-01-01T00:00:00Z,Valdepeñas,criminal español
http://www.wikidata.org/entity/Q5922713,masculino,Ismael Álvarez de Toledo,1956-01-01T00:00:00Z,Tomelloso,PSOE
http://www.wikidata.org/entity/Q5942293,masculino,José Manuel Rodríguez Carretero,1966-02-03T00:00:00Z,Pedro Muñoz,político español
http://www.wikidata.org/entity/Q3374150,masculino,Pedro de Camprobín,1605-01-01T00:00:00Z,Almagro,artista español
http://www.wikidata.org/entity/Q3724300,masculino,Emiliano Morales,1976-04-03T00:00:00Z,Alcázar de San Juan,baloncestista español
http://www.wikidata.org/entity/Q3731948,femenino,Ermelina Carreño Pareja,1912-01-01T00:00:00Z,Alcázar de San Juan,modelo española
http://www.wikidata.org/entity/Q4711910,masculino,Alberto Abengózar,1989-07-05T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q4776923,masculino,Antonio Rivas Martínez,1965-09-13T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q5290391,masculino,Domingo Miras,1934-02-05T00:00:00Z,Campo de Criptana,escritor español
http://www.wikidata.org/entity/Q18755906,masculino,Ignacio Plaza Jiménez,1994-01-10T00:00:00Z,Ciudad Real,balonmanista español
http://www.wikidata.org/entity/Q19858415,masculino,Javier Baldeón,1960-01-01T00:00:00Z,Ciudad Real,artista español
http://www.wikidata.org/entity/Q19999359,masculino,Esteban Hernández,1979-01-01T00:00:00Z,Ciudad Real,autor de cómic español
"http://www.wikidata.org/entity/Q20014409,masculino,David Cuevas,1982-08-15T00:00:00Z,Ciudad Real,""periodista, escritor, locutor y músico español"""
http://www.wikidata.org/entity/Q20938742,masculino,Miguel Vela Tardío,1922-05-08T00:00:00Z,Ciudad Real,futbolista español
http://www.wikidata.org/entity/Q21042734,masculino,Francisco Zarza Toboso,1938-02-12T00:00:00Z,Ciudad Real,escritor español
http://www.wikidata.org/entity/Q5865525,masculino,Francisco Córdova López,1838-01-01T00:00:00Z,Daimiel,periodista y político español
http://www.wikidata.org/entity/Q5873338,masculino,Gabriel García Maroto,1889-01-01T00:00:00Z,La Solana,pintor español
http://www.wikidata.org/entity/Q5920849,femenino,Isabel Rodríguez,1981-06-05T00:00:00Z,Abenójar,política española
http://www.wikidata.org/entity/Q5930695,masculino,Jesús Sánchez-Maroto Sánchez-Migallón,1986-05-20T00:00:00Z,Manzanares,futbolista español
http://www.wikidata.org/entity/Q20898905,masculino,Daniel Fernández Delgado,1991-12-11T00:00:00Z,Alcázar de San Juan,cantante y compositor español
http://www.wikidata.org/entity/Q21065611,masculino,Simón Ramírez Fernández,1932-08-27T00:00:00Z,Alcázar de San Juan,actor español
http://www.wikidata.org/entity/Q24013642,masculino,Eliseo Álvarez-Arenas Romero,1882-06-14T00:00:00Z,Alcázar de San Juan,militar español
http://www.wikidata.org/entity/Q27017225,masculino,José Antonio Ramos Abengózar,1958-01-01T00:00:00Z,Alcázar de San Juan,arquitecto español
http://www.wikidata.org/entity/Q27147118,masculino,José Aranda Catalán,1918-11-17T00:00:00Z,Almagro,político español
http://www.wikidata.org/entity/Q27683429,femenino,Manolita Espinosa,1935-01-01T00:00:00Z,Almagro,escritora española nacida en 1935
http://www.wikidata.org/entity/Q28003086,masculino,Santiago Ramos Plaza,1944-01-01T00:00:00Z,Alcázar de San Juan,poeta español
http://www.wikidata.org/entity/Q38834434,masculino,Alfredo Galera,1899-08-01T00:00:00Z,Alcázar de San Juan,militar español
http://www.wikidata.org/entity/Q3810548,masculino,José García Ortega,1921-01-01T00:00:00Z,Arroba de los Montes,pintor español
"http://www.wikidata.org/entity/Q4889495,masculino,Máximo Laguna y Villanueva,1826-12-02T00:00:00Z,Santa Cruz de Mudela,""botánico, ingeniero de montes y entomólogo español"""
http://www.wikidata.org/entity/Q5638508,masculino,Máximo Díaz-Cano del Rey,1960-03-23T00:00:00Z,La Solana,político español
http://www.wikidata.org/entity/Q5689438,masculino,José Enrique Camacho,1938-01-01T00:00:00Z,Manzanares,actor español
http://www.wikidata.org/entity/Q5697659,masculino,Antonio-Prometeo Moya,1949-11-07T00:00:00Z,Montiel,escritor español
http://www.wikidata.org/entity/Q5868858,masculino,Gregorio García,1556-01-01T00:00:00Z,Cózar,cronista y misionero español en América
http://www.wikidata.org/entity/Q5868858,masculino,Gregorio García,1561-01-01T00:00:00Z,Cózar,cronista y misionero español en América
